"appln_id";"appln_title";"appln_abstract";"AI.patent."
67455;"application execution interruption managing method for e.g. computing system, involves executing control for changing current directory towards directory defined by parameterable value, following interruption and before file generation";"the method involves generating a core file in a current application executing directory, where the file comprises a copy of a memory used by an application (24) at the moment of interruption of execution. a control for changing the current directory towards a directory defined by a parameterable value is executed by a computing system following to the interruption of the execution and before the generation of the file. independent claims are also included for the following: (1) a computing system for managing an interruption of execution of an application in a directory of the computing system (2) a computer program comprising program code instructions for implementing an application execution interruption managing method.";"No"
210838;"method for operating an automation device in combination with its description";"the method involves instantiating a program code object e.g. continuous function chart function module, on an automation device (14). a description object is created appropriate to a type of the program code object based upon the instantiation. a description reference is stored in the program code object, where the description reference refers to the description object. an editing function to store data in the description object is called up when the description object is created. a visualization device (18) is assigned to the automation device to access the program code object. an independent claim is also included for an automation device comprising a type of a program code object.";"No"
65164;"neural network constructing method for identifying e.g. face of image, involves labeling neural network by labeling unit, where unit associates weight to neuron by embedding signature of initialization image in neural network";"the method involves obtaining an assembly of initialization image for each membership class to be processed during an initialization phase (11). a signature is associated to a region of interest in one of initialization images. a neural map is acquired using signatures for delivering an initialized neural network. the neural network is labeled by a labeling unit during a labeling phase (12), where the unit associates a weight to neuron for one of the membership class by embedding the signature of the initialization image in the neural network. independent claims are also included for the following: (1) a device for constructing a neural network for recognizing a membership class of an image to be recognized (2) a computer program product comprising program code instructions for implementing a neural network constructing method (3) a data medium comprising a neural network (4) a method for recognizing an image using a constructed neural network (5) a device for recognizing the image using the constructed neural network (6) a computer program product comprising program code instructions for implementing an image recognizing method.";"Yes"
344689;"state monitoring for machines and technical equipment";"the method involves processing measurement data of a measurement channel in time series of state values with mutually different time bases, and calculating a good value extent in respect of the state values for a time series with an upper limit value and a lower limit value in a monitoring phase. the upper and the lower limit values of the time series are calculated by adding or subtracting half a limit value range to or from a state base value (zr) of the time series respectively. independent claims are also included for the following: (1) an expert system for monitoring technical processes, comprising one measurement channel (2) a computer program product for monitoring technical processes.";"No"
126282;"navigation between use locations of resources in automation systems";"the method involves providing a variable (3) by an automation system (1) and using an identification characteristic for a unique identification of the variable in another automation system (2). a use of the variable is indicated in the latter automation system based upon a proxy variable (4) mapping between the automation systems, where the proxy variable contains application locations of the variable in the respective automation system. the characteristic is hierarchically constructed with a system-specific path and a local identification of the variable. an independent claim is also included for a system comprising two automation systems.";"Unclear"
263452;"improvement of the reproducibility in consumption measurements by standardisation";"the method involves recording input variables such as accelerator position, as fuel consumption during a test, and forming a neural network with the recorded variables, where the network specifies an output variable such as fuel consumption, after a training phase. the output variable is simulated by the network trained at a real vehicle using a standardized target curve and/or a speed curve. the simulated output variable corresponds to the real vehicle such that the vehicle accurately follows the target curve.";"Yes"
199;"method for measuring the thickness of a film hose";"the method involves scanning a film tube (16) such that individual measurements are implemented at measuring positions distributed over breadth of the film tube. total thickness of two segments of the film tube is measured, during measurement. a neural network (26) is trained with measured values for the total thickness that is obtained in simulated or real measuring processes with known thickness profiles of a film. the measured values are input into the neural network for calculating a thickness profile (pj) of the film. an independent claim is also included for a device for measuring a thickness profile in a blown film line.";"Yes"
49562;"method and program network for handling exceptions";"the method involves storing an exception information in form of a data structure (my-error-struct) for exception handling. an error program element (box) is provided, which has an input (in) and an output (out). the exception information of the system depends on the programmed hardware. the data structure comprises the information, such as type of the exception, place of the exception, or addressing mode. an independent claim is included for a program network for a graphic programming language.";"No"
125775;"design pattern and procedure for processing an object model";"the pattern (70) is informatively implemented by a sequence of elementary transformations of an initial object model (40). each elementary transformation is a modification, suppression or creation of a modeling element of the object model, where the object model is conformed to unified modeling language notation. a user assistance program (50) interprets the pattern which triggers an execution of the transformation sequence using the program. independent claims are also included for the following: (1) a computer program product comprising a user assistance program (2) an object model transformation method (3) a code generation method.";"Yes"
4504483;"heat pump system";"the presence of heat pump systems has been with us for decades. the science of energy management and today's environmental awareness prompted us to device a new heat pump system especially tailored to the domestic hot water market. 'simplicity' is the key feature of this system| it embodies a small compressor, a tiny circulator, a heat exchanger, and an evaporator. a portion of the evaporator is wrapped around the compressor thereby extracting heat from the compressor, while the heat exchanger transfers the heat to the circulating water. a fuzzy logic control is used to optimize the system.";"Yes"
6793332;"text excavating method of semi-structural document set";"the present invention belongs to intelligent information processing technology and especially relates to text excavating method of semi-structural document set. one excavating method to structural link vector model of semi-structural document is proposed. the said method can utilize comprehensively the word information, structure information and link information and express them in united mathematical model. the text excavating of semi-structural document set with the model can utilize the structure information and link information in semi-structural document, and thus has greatly improved excavating effect. the said method can be used widely in intelligent information processing.";"Yes"
103253;"method and interprocess communication driver for managing reqests of a database client to a database server";"the present invention concerns a method for managing the interprocess communication between at least one database client process (2) and at least one database server process (3) in a database system (5), wherein the at least one database client process (2) sends at least one request to the at least one database server process (3), the at least one request comprising one or more buffers, the method comprising the steps of: \n a. transferring (211), in a single step, the one or more buffers from the at least one database client process (2) to a buffer area (40); and \n b. transferring (223), in a single step, the one or more buffers from the buffer area (40) to the at least one database client process (2); wherein \n c. the buffer area (40) is directly accessible by the at least one database server process (3).";"No"
4658028;"devastator";"the present invention is a government and companies security system guard. this device is unique and have only one type common the pc o/s operating system. devastator (see fig d001) is totally independent in his connection with the computer or a server, he doesn't operate as the same programs then windows operating or other in any form. in him everything is different the language, the programs in the structure of the composition he is an easy reading system e.r.s also the other process an artificial intelligence (hebrotek) system controller unique system of command and director of all access and information process. it is made of plastic and aluminum and other...electronic...";"Unclear"
6808909;"non-partitioned biomimetic mode discriminating method";"the present invention is a method for recognizing a non-divided bionic mode, comprising the following steps: ( 1 ) extracting the features of a sample; ( 2 ) analyzing in dimensions the flow shape of the sample of the same type which is distributed in a high-dimension space under the prerequisite that the sample of the same type has the continuity; ( 3 ) selecting and arranging reasonably the training samples; ( 4 ) determining the approximate geometrical entity a which covers the subspace of the sample according to the dimension number of the flow shape of the sample and the training sample; ( 5 ) constituting the subspace of the sample of the type according to the approximate geometrical entity a; ( 6 ) repeating step ( 4 ) until the subspaces of the samples of whole types are completed.";"Yes"
4570583;"expert system and methodology";"the present invention is an expert system for optimizing and maintaining a process, employing methods of capturing and implementing knowledge from experts and consolidating same into a rule-based system capable of application by operators without knowledge engineering expertise. ideally, the system may be computer implemented, and may interface directly with a process control system.";"Yes"
6802890;"chaos signal-producing and chaos-noise distinguishing method";"the present invention is chaos signal-producing and chaos-noise distinguishing method, as well as chaos signal generator and one simple and convenient chaos and noise distinguishing instrument. in the chaos signal generator, differential equation and differentce equation are numerically solved to obtain chaos time sequence signal xm, with m=0,1,2...; and the chao time sequence signal xm is d/a converted to output chaos signal. in the chaos and noise distinguishing instrument, the input time sequence signal xm to be distinguished is processed via 'correlative space' projection method and obtain the projections and the input signal is judged by the projection characteristic to be either chaos or noise. it is easy to generate chaos signal with a chaos signal generator and to distinguish chaos and noise with a chaos and noise distinguishing instrument.";"Yes"
163016;"validating a standardized configuration description";"the present invention is concerned with a validation of a configuration description of a substation automation (sa) system, or of a part or component thereof such as an individual intelligent electronic device (ied), that is extended beyond the mere xml schema validation as provided by the known scl-validation tools. in particular, the invention introduces machine-based validation of notations, requirements and/or conventions to be respected by the configuration description and/or the sa system, but not incorporated in or represented by the standardized syntax of the xml schema as defined in part 6 of the iec 61850 standard. to this end, said notations, requirements and/or conventions are initially converted into, or defined as, extended or augmented rules encoded in computer readable format. the content or information of a file comprising an substation configuration description language (scl) compliant description of an sa system, or of a part or component there of, is then read by parsing the file and checked for conformance to said rules. any inconsistency, error, wrong configuration or insufficient description found is displayed to a user, who may then correct the content or information in the file. the procedure according to the invention contributes, in an automated manner, to the correctness of the description of a substation automation (sa) system beyond the pure syntactical adherence to the iec 61850 standard.";"No"
360932;"method and system for providing an exercise goal";"the present invention provides a method and a corresponding system for providing an exercise goal, comprising the steps of - providing a database, comprising a reference success rate, and a reference exercise goal that is coupled to the reference success rate, wherein the reference success rate is the percentage of a predetermined number of people who were successful in achieving the reference exercise goal; - providing personal data of the user; - providing a selection criterion; and - determining the exercise goal on the basis of the selection criterion, the personal data, and the coupled reference success rate and the reference exercise goal. a user may either input a desired exercise goal, or input a desired success rate. the method will output the corresponding reference success rate or exercise goal.";"No"
4921417;"canonical form functions and symbolic regression in modelinganalog circuits";"the present invention provides a method and system for searching a topology to optimize design parameters such as yield.";"Yes"
81197;"electronic investigative device and method for identifying the truth";"the present invention provides a novel electronic investigative device for identification of truth from individuals who have committed an act of offence. the invention also provides a method for identification of truth based on bio-electric responses that are elicited by presentation of a unique design of nestled probes. the method advantageously utilizes the experiential knowledge present in a subject's brain that elicits a bio electric response to the presentation of probe. the invention is completely non-invasive and does not require an active participation of the subject. further, the method is fully automated to enable tamper proof results.";"Yes"
210175;"probe device for electrical stimulation and recording of the activity of excitable cells";"the present invention provides a probe device (20) comprising a substrate (25) and a die (23) on top of the substrate (25), the die (23) comprising an array of stimulation/recording sites (21) having at least one stimulation means and at least one recording means. the substrate (25) comprising the die is folded into a cylindrical shape or a shape with a conical cross-section and therefore causes substantially no damage when it is implanted in tissue to be examined or treated, e.g. the brain of a patient in case of a neuro-probe device (20) for use in dbs.";"No"
373431;"process for changing the language of a gui application without exiting and re-entering the application";"the present invention provides for a process for changing the language of a gui application without exiting and reentering the application, which: uses metastrings rather than regular strings. metastrings contain a language-independent description of the message, and they are able to make and return a localized version of the message in the current language. replace normal widgets with internationalization-aware widgets. when a language switch is requested: inform metastrings that the current language has changed; visit all widgets and require them to refresh their gui. this will produce the localized version of the messages.";"No"
412916;"a method for determining an in-focus position and a vision inspection system";"the present invention reistes to a method for determining a difference between a sample position and an infocus position, as well as a vision inspection system. in a first step image data depicting a sample is captured. \n next, a feature set is extracted from the image data. \n thereafter, the feature set is classified into a position difference value, corresponding to the difference between the sample position and the in-focus position, by using a machine learning algorithm that is trained to associate image data features to a position difference value.";"Yes"
4550993;"hierarchical data matrix pattern recognition and identification system";"the present invention relates to a hierarchical artificial neural network (hann) for automating the recognition and identification of patterns in data matrices. it has particular, although not exclusive, application to the identification of severe storm events (sses) from spatial precipitation patterns, derived from conventional volumetric radar imagery. to identify characteristic features a data matrix, the data matrix is processed with a self organizing network to produce a self organizing feature space mapping. the self organizing feature space mapping is processed to produce a density characterization of the feature space mapping. the self organizing network is preferably completely unsupervised. it may, under some circumstances include a supervised layer, but it must include at least an unsupervised component for the purposes of the invention. the 'self organizing feature space' is intended to include any map with the self organizing characteristics of the kohonen self organizing feature map. the frequency vector of a cappi image that has been derived is a data abstraction that can be displayed directly for examination. in preferred embodiments, it is presented to a classification network, e. g. the standard cpn network, for classifying the density vector representation of the three dimensional data and displaying a representation of classified features in the three dimensional data. a novel methodology is preferably used for incorporating vigilance and conscience mechanisms in the forward counterpropagation network during training.";"Yes"
275078;"electrophysiological system for analysing an intracardiac electrocardiogram";"the present invention relates to a method for analysing an intracardiac electrocardiogram (iecg), in order to identify at least one of the a wave, v wave and h wave on at least one of the electrogram signals, comprising the steps of pre-processing (14) the electrogram signal; calculating an adaptive threshold for the a, v or h wave, wherein the adaptive threshold depends on the noise level of the electrogram signal and on the type of wave; and identifying the a, v or h wave by searching the electrogram signal within a time window determined e.g. from the position of another wave on the same or another electrogram signal.";"Unclear"
217927;"method for preparing a nanowire crossbar structure";"the present invention relates to a method for preparing a nanowire crossbar structure, comprising: (a) providing a substrate; (b) depositing thereon a composite structure comprising a nucleic acid-block copolymer having equidistant nucleic acid-catalyst binding sites and at least one catalyst nanoparticle functionalized to bind specifically to nucleic acid segments of the copolymer; (c) applying a directed gas flow and/or an alternating electric field onto the composite structure; and (d) applying chemical vapor deposition techniques, a use of such a structure and a structure obtainable by such a method. <image>";"No"
143269;"software replacement method and related software replacement system";"the present invention relates to a software replacement method, for replacing a first software package that comprises a command handling interface which is present at a computer system, by a second software package over a connection between an operator terminal and this command handling interface. at first the second software package is installed besides the first software package at the computer system. subsequently, the second software package is activated. then a contacting part of the second software package, after activation of this second software package, contacts the command handling interface. the command handling interface at contacting of the command handling interface by the contacting part of the second software package, switches from the first software package towards the second software package and keeps open the connection between the operator terminal and the command handling interface. <image>";"No"
360900;"system & method";"the present invention relates to a system and a method for automatically determining the relationship between a plurality of tasks comprising a process and then detecting any abnormalities in the execution of the process.";"Yes"
6525077;"a system for capturing tennis match data";"the present invention relates to a system and a method for gathering ball game data and in particular tennis match data in real time. to this end the system comprises a hands-free voice receiving means (4) adapted to receive words spoken by the player (2) wearing the receiving means. the words are then analyzed by an analyzing means adapted to analyze a dedicated ball game vocabulary used by the player. the analysis of the spoken words translates these words into digital match data. this data can be displayed, at least as score of the game by a display (10). more elaborate match data information can be gathered. such data may be fed to an expert system giving back advice to the player.";"Yes"
4377565;"neural networks";"the present invention relates to adaptive information processing systems, and in particular to associative memories utilizing confidence- mediated associations, and especially neural network systems comprising an auto-organizational apparatus and processes for dynamically mapping an input onto a semantically congruous and contemporaneously-valid, learned response. in particular the present invention relates to such an associative memory system in which provision is made for improving the congruence between an associative memory, by impressing a desired response on an associative memory mamapping based on complex polar values.";"Yes"
6678860;"low power consumption analogue signal sample retaining circuit";"the present invention relates to an analog signal sampling/holding circuit with low power consumption and its application method. said invention includes at least three-stage amplification circuit, sampling and holding circuit, and it is characterized by that three control switches are added, and a control signal is newly added, and can be used for respectively controlling the described control switches, and the last one-stage amplification circuit input end can be used for controlling control signal inversion of switch and other control switches. when the neural operation amplification sampling/holding circuit is in the rest state, the power consumption of the circuit only is formed from electric leakage of tube, so that it possesses the advantages of low power consumption, and when the circuit is in the restoration state, its sampling signal can be normally outputted.";"No"
285037;"device for selecting analog voltage signals";"the present invention relates to an analog voltage-signal selector device of the type comprising at least one plurality of comparator circuits (ci) operating in parallel and each having at least a first and second input terminals and designed to receive respectively an analog voltage-comparison signal (ramp) and analog voltage signals (vi) of predetermined value and at least one output terminal for digital voltage signals (voi). this selector device 1 also comprises at least one logic circuit (l) having a plurality of input terminals each connected to a corresponding output terminal of the comparator circuits (ci) and at least one output terminal. finally said selector 1 incorporates at least one plurality of latches (mi) each having at least one input terminal connected to the output terminal of a corresponding comparator circuit (ci) and at least one drive terminal coupled to the output terminal of the logic circuit (l) with each of said memory circuits (mi) having at least one output terminal corresponding to an output of the selector. <image>";"No"
7897386;"application server sample pool dynamic configuration method based on real number coding genetic calculation";"the present invention relates to dynamic configuration method of application server example pool based on real number coding genetic algorithm. the application server performs first the data acquisition via the preliminary access request of the client side in allocating ejb in the unit, then the initial distribution via real number coding genetic algorithm, and the difference value correction to obtain and implement the current distribution version. executing the said process periodically can regulate the capacity of the example pool dynamically based on distribution access amount of outer client sides to realize the automatic dynamic configuration of j2ee application service example pool. the present invention adopts the total capacity of example pools in the unit, rather than the capacity of single ejb example pool as allocation target, and this results in load balancing possibility, raised resource utilization, and raised distribution performance of the application server.";"Yes"
7781717;"sensor array signal processing method for liquor smell detection";"the present invention relates to gas detecting and mode identification technology, and is especially the signal processing method in alcohol smell detection. sensor array is used in detecting and processing the dynamic response process from beginning response to final restoring, and artificial nerve network technology is adopted for mode identification. the present invention has effectively raised alcohol smell detecting selectivity, can eliminate the effect of gasoline, perfume, etc. and compensate the drift of alcohol sensitive sensor array, and has self-calibrating function and lower calibration frequency.";"Yes"
56013;"method and system for generating of a control flow graph for representing a program code";"the present invention relates to generating of a control flow graph for representing and/or checking a program code, in particular, a program code being implemented by use of object oriented programming, wherein a checking of a system based on or operated by said program code is enabled by the generated control flow graph. the control flow graph is generated by generating of at least one class node in said control flow graph, wherein each class node represents a class defined by the program code; generating of at least one method node in said control flow graph, wherein each method node represents a method defined by a class defined by the program code; and generating of at least one statement node in said control flow graph, wherein each statement node represents a statement of a code of a method defined by the program code.";"No"
7846585;"digital image color correction method";"the present invention relates to method of utilizing nerve network in color correction of digital image. by means of secondary universal rotary combination design, regression equation of hidden layer neure node number and nerve network mean-square deviation is established accurately. the hidden layer neure node number in the nerve network is optimized in genetic algorithm, and this lays the foundation for the determination of hidden layer neure node number. in the required color gamut space, the nerve network is learning trained to obtain the first nerve network with the learning trained color gamut space information, and digital image color information to be corrected is input to the first nerve network to obtain corrected digital image color information. the present invention can correct color of digital image fast precisely and makes it possible to establish nerve network system with operable digital image color correction in great color gamut space.";"Yes"
6942334;"two-dimensional fuzzy controller based on storage address mapping";"the present invention relates to one kind of 2d fuzzy controller based on memory address mapping. the 2d fuzzy controller includes fuzzy control circuit on circuit board comprising subtracter, a/d converter, latches, memory, d/a converter, signal processing circuit, signal amplifier circuit, time sequence control circuit, and gate circuit and frequency dividing control logic circuit. the fuzzy control circuit is connected to power source, potentiometer in the controlled target, transducer and drive executing unit separately and the drive executing unit is controlled also to the controlled target. the present invention has no demerit of no relation between the memory address and the stored content, and has the advantages of simple circuit, fast response speed, small size, powerful anti-jamming capacity, simple use and low cost. the present invention is suitable for the fuzzy control of household appliance and the motion control of some fast continuous amounts.";"Unclear"
6937523;"use of arithmetic model in integrated digitized digitized manufacture technology for enterprise";"the present invention relates to the application of mathematical model in enterprise manufacture digitalizing integration technology. the present invention includes the following steps: establishingone mathematical model to form equipment structure of m*n units before the integration, with each unit including 4 parameters; classifying parts in the characteristics, laying out the computer aided technological process, data statistic, and dividing the technological process to specific units based on the four parameter requirement. the present invention realizes the efficient computerized management, resource sharing, raise work efficiency, optimize the technological process, and shorten production period.";"Yes"
7885276;"poplar tissue cultivation quick breeding industrial producing plan controlled digital model";"the present invention relates to the digital model for industrial production of tissue cultivation to breed poplar seedling quickly. the model is established via the following steps: determining tissue culture process; determining the technological parameters and thus the proliferation times in different technological stages; and determining the digital model of seedling number in different stages as the product of basic seedling number and the proliferation time. the production process includes the steps of initial material inducing, differentiating the bud, proliferation, secondary extension, micro cuttage rooting and hardening off; and the technological parameters includes optimal culture medium control, quality and pollution control, optimal temperature, lighting, humidity and optimal period. the present invention is used in the production management.";"Yes"
198665;"circuit testing system";"the present invention relates to the field of circuit assembly testing systems and provides improved systems and methods for debugging circuit test systems and diagnosing faults in circuit assemblies. an expert system (74) derives possible root causes of test failures, predicts test results based on these possible root causes and uses factual observations to refute inconsistent hypothetical root causes. tests useful in refuting inconsistent hypothetical root causes are devised and run automatically by the system. <image>";"Yes"
6560552;"parameter setting method of ejection forming machine";"the present invention utilizes experimental desgin method, and combines it with modular flow analysis software to simulate the process of actual ejection forming and analyze simulation result so as to create the data base of qualitative relationship of ejection forming machine parameter and ejection formed product quality parameter, and utilizes said data base to train neural network, and create said neural network to predict quality of the ejection product formed by ejection forming machine. when it is used, firstly, the parameter to be tested of ejection forming machine can be inputted intosaid neural network. after said parameter is executed by said neural network, the predicted ejection formed product qualitity parameter can be outputted so as to help the operator to set the ejectionforming machine parameter.";"Yes"
6821254;"magnetic suspension digital sport electronic device";"the present invention, magnetic suspension digital sport electronic device, belongs to the field of digital sport device in chaotic brain science and is one new member of information industry. the present invention relates to one kind of micro digital sport device to control externally different brain areas for preventing and dispersing the third state of human body and reaching the aims of becoming clever, strong, handsome happy and long-lifed. the digital sport electronic device is developed based on digital brain treating and nursing concept and has multiple functions. it performs automatic detection and regulation of brain area through sending detection signal to brain area with disorder function, collecting, storing and processing the data of the damaged brain area and regulating the secretion of brain area, to predict and treat diseases of brain.";"Yes"
112782;"method for optimisation of the amount of additives when treating fluids";"the procedure for controlling optimal dosing quantity of processing chemicals in the treatment of continuously flowing fluids, comprises interrupting periodic processing of alogarithms to reach certain interruption criteria. an appropriate start measure value sm=mo is received and the dosing quantity change (delta di) and analysis of measure value change (delta mi) induced through the dosing quantity change are carried out. the controlling is pretended to begin the process, if the maximal (mmax) and/or minimal (mmin) measure value is set for the optimal dosing quantity. the procedure for controlling optimal dosing quantity (dopt) of processing chemicals in the treatment of continuously flowing fluids, comprises interrupting periodic processing of alogarithms to reach certain interruption criteria. an appropriate start measure value sm=mo is received and the first dosing quantity change (delta di) and analysis of measure value change (delta mi) induced through the dosing quantity change are carried out. the controlling is pretended to begin the process, if the maximal (mmax) and/or minimal (mmin) measure value is set for the optimal dosing quantity (dopt)=rd, and starts with the dosing quantity sd=do. the result of the analysis of the measure value change decides over the further procedure and the dosing quantity (d) is periodically changed by a predeterminable dosing quantity change at an interval of a predeterminable clock time (delta ti). a tolerance (ti) is given in which the sum of the measure value change is delta mi greater than ti and the dosing quantity change is delta di+1 greater than 0. in a positive or negative measure value change (delta mi) or measure value change (delta mi=0), the following dosing quantity change (delta di+1) to be distinguished of the same or opposite sign is assigned like the prior dosing quantity change (delta di), if mmax or mmin is put as standard value rm=f(rd). the periodic processing of the alogarithms of the procedure is selectively interrupted when carrying out inadmissibly high predetermined absolute measure value change, exceeding the measure value change (delta m) to predetermined value, exceeding predetermined number of rectified dosing step and/or directional reversing of the dosing step and/or reaching the dosing quantity limit. after the interruption of the periodic processing of the alogarithms, the parameter of the predetermined absolute measure value change, predetermined value of the measure value change, the initial dosing quantity (dstart), dosing step range (delta di), maximal dosing quantity (dmax), minimal dosing quantity (dmin), cycle time (delta ti) and tolerance (ti) is changed.";"Yes"
6558914;"network-based low-cost fuzzy neuron control method";"the said control method includes fuzzy neural element control program in the local equipment controller; converting the fuzzy control regulation into fuzzy neuron net program in the net server connected to the equipment controller via communication network; the learning optimization of the fuzzy neuron net with the equipment controller running data via net server; and final downloading the fuzzy regulation of optimized neuron net to the equipment controller for running. the said control method and modify control policy and improve equipment controlling program via dynamic data learning and this makes it possible to realize optimized control at low cost.";"Yes"
152472;"method of automatically tuning motor controller and motor controller";"the stability and/or robustness and/or performance of the motor controller system (1) is automatically evaluated and improved by the following steps: \n 1.1 generate a plant transfer function (h) from the system transfer function (ch) by eliminating from the system transfer function (ch) previously known controller contribution, \n 1.2 define a modified motor controller parameter set, \n 1.3 generate multiple values of a modified system transfer function (c' h) out of the plant transfer function (h), using the modified controller parameter set, the multiple values representing a practically continuous frequency range, where the practically continuous frequency range corresponds to the relevant operating frequency range (5) of the motor controller system (1), \n 1.4 evaluate stability and/or robustness and/or performance of the motor controller system (1) using the modified system transfer function (c'h), \n 1.5 improving the motor controller system (1) by defining different modified controller parameter sets, executing steps 1.3 to 1.4 for each modified controller parameter set and identifying the best parameter set out of the different controller parameter sets using the evaluations done according to 1.4.";"Yes"
167445;"system and method for visualizing jumps in a sequential flow chart editor";"the step chains editor (1) has graphic elements (3) corresponding the operating steps. directly sequential graphic elements are connectable by using lines (4), in one step chain and in-directly sequential graphic elements are connectable by using switches. a switch is provided, which has a switch start (5) and a switch destination (6) within a step chain (2). a switch is visualized within the step chain with the help of a connecting line (7), which connect the switch start and switch destination with each other. an independent claim is also included for a method for visualization and production of step chain describing the operating steps of a programmable controller by a step chains editor.";"No"
3395548;"optical n x n switches";"the switch is designed for neural networks in computation and communication engineering. it is characterized by improved manufacturing technology, compactness and adjustment. the switch-over unit contains multiple equidistantly positioned in more than one row, electro-controlled elements 1i. they display a full inner light reflection and are formed by two transparent electrodes 2i with the space between them filled with a liquid crystal. the electro-controlled elements 1i are shaped on the contacting surfaces of each two adjacent light prisms 3i.<image>";"Unclear"
254243;"system and method for supporting a user interface";"the system has an object (3) e.g. toolbar, provided on a graphical user interface (2) e.g. man-machine interface, for requesting a function, where the graphical user interface is navigatable for the selection of the object for a user. an information (7) is provided during the selection of the object such that the information informs about reasons of non-availability of the object and/or the possibility for requesting the function. the duration of obtaining the navigation on the object is detected. the information is graphically and/or acoustically representable. an independent claim is also included for a method for supporting a graphical user interface.";"No"
6960518;"information identifying processing method based on nervous network";"the system is composed of input neuron, intermediate excitation neuron, suppression neuron, output neuron and link in between them. the information is converted to be level meter inputted in neuron, transmitted with decurrence to one or multiexcitation neuron through excitation neuron till to output neuron to form link channel from input to output; being transmitted with decurrence to one or multisuppression neuron through suppression neuron to transmit the suppression neuron to the excitation neuron or the output neuron for blocking error transmission in excitation neuron link in order to obtain a correct output result.";"No"
4662797;"method and apparatus for 3d visual cone examination";"the tasks of examining 3 dimensional (3d - in the rest of the text) visual cone are: assembly, display, analysis and generating report, and may be performed using computer, (desk-top or laptop), head - mounted display, monitor, printer, keyboard and a mouse. such apparatus is inexpensive, portable, and comfortable for the patient. the method utilizes an ordinal set of predefined and controlled 3d objects (with no repetition allowed), like we are seeing in the real life, as opposed to the current methodologies using specs of lights. combining main vision processes detection -> recognition -> identification with 3d objects, the system and the method are capable of uncovering consequences of an accident, illness, stroke, transient ischemic attacks and their impacts on visual cone/field, even on unsuspecting patients. it is known that some patients with scotoma may partially recover vision functions. some patients may pass successfully humphrey/goldmann test and yet, still have impaired visual cone/field i.e. they cannot see 3d objects or some of their properties and behaviour like colour, or texture or motion etc. in addition, an expert system is provided for optional use of medical professionals. such system is capable of advising medical professionals of the actual loci area in our brain where damage occurred.";"Yes"
177052;"autonomous experimental design optimization";"the underlying invention generally relates to the field of experimental aerodynamic and hydrodynamic design optimization issues, in particular to a method for an iterative (nondeterministic) optimization (p1) of specially designed aerodynamic and hydrodynamic surface structures (202) of aircrafts, ships and/or road vehicles, respectively, a computer software program for executing such a method, and a system for optimizing said surface structures (202). in this context, the invention presents a combination of a variable encoding length optimization algorithm based on said evolution strategy and an experimental hardware set-up (200) that allows to automatically change the surface properties of the applied material (202), starting with the overall shape and proceeding via more detailed modifications in local surface areas. <??>in one embodiment of the underlying invention, a system for the optimization (p1) of surface structures (202) is disclosed that comprises a computing device (102) for calculating optimized parameters of at least one (virtual) surface structure (202), an experimental hardware set-up (200) for measuring dynamic properties of a specific surface structure (202), and an interface (101) for feeding calculated parameters from the computing device (102) to the experimental set-up (200) and for feeding measured results back to the computing device (102) as quality values for the next cycle of the optimizing step (p1). <image>";"Yes"
