appln_id;appln_title_lg;appln_title;appln_id
437315075;en;Feature based three stage neural networks intrusion detection method and system;437315075
437402020;en;Gesture recognition method based on multi-kernel learning heterogeneous feature fusion;437402020
437402990;en;Fourth-order double-vortex type hyper-chaotic circuit of cellular neural network;437402990
437452749;en;Electrode device for acute recording;437452749
437466219;en;Intelligent control method, device and system;437466219
437467591;en;Identification method for authenticity of varieties of seeds on basis of near-infrared quantitative analysis;437467591
437469063;en;Optimization control method in batch reaction process of batch reactor;437469063
437470735;en;Face recognition method integrating kernel and Bayesian compressed sensing;437470735
437470835;en;Nuclear accident source item inversion method based on BP neural network algorithm;437470835
437473743;en;Relaying protection equipment on-line monitoring method;437473743
437524288;en;Method and apparatus for emotion recognition using physiological signals;437524288
437610424;en;Method of classifing heart condition using neural network, and apparatus thereof;437610424
437656877;en;APPLICATION EXECUTION CONTROL UTILIZING ENSEMBLE MACHINE LEARNING FOR DISCERNMENT;437656877
437810974;en;Wood damage monitoring device based on acoustic emission technique;437810974
437812812;en;Typical car logo searching method based on deep learning;437812812
437813382;en;Hyperspectral image classification method based on semi-supervised dictionary learning;437813382
437926283;en;METHOD FOR LIGHTNING FORECASTING AND ALERT SYSTEM;437926283
437950179;en;REAL-TIME PREDICTIVE SYSTEMS FOR INTELLIGENT ENERGY MONITORING AND MANAGEMENT OF ELECTRICAL POWER NETWORKS;437950179
438046177;en;Wishart and SVM (support vector machine)-based polarimetric SAR (synthetic aperture radar) image classification method;438046177
438049953;en;Safe operation method of photovoltaic power generation system, training method for artificial neural network and real-time detection method in safe operation method, and real-time detection device;438049953
438097326;en;APPLICATION EXECUTION CONTROL UTILIZING ENSEMBLE MACHINE LEARNING FOR DISCERNMENT;438097326
438140110;en;AUTOMATIC GENERATION OF PREFERRED VIEWS FOR PERSONAL CONTENT COLLECTIONS;438140110
438141446;en;Automatic pre-detection of potential coding issues and recommendation for resolution actions;438141446
438252141;en;PC AUTOMATIC ENERGY SAVING SYSTEM BY USING THERMAL IMAGE SENSOR AND NEURAL NETWORK MODEL AND METHOD THEREOF;438252141
438326620;en;DEVICE, METHOD, AND PROGRAM FOR ESTIMATING STRUCTURE OF FINITE STATE TRANSDUCER;438326620
438349584;en;Exhaust system and method of estimating diesel particulate filter soot loading for same using two-tier neural network;438349584
438350375;en;Learning geofence models directly;438350375
438350379;en;METHODS AND SYSTEMS OF SUPERVISED LEARNING OF SEMANTIC RELATEDNESS;438350379
438434148;en;Methods and apparatus for analysing the behaviour of a subject;438434148
438523817;en;ARTIFICIAL NEURAL NETWORK AND PERCEPTRON LEARNING USING SPIKING NEURONS;438523817
438557077;en;INVARIANT OBJECT REPRESENTATION OF IMAGES USING SPIKING NEURAL NETWORKS;438557077
438574891;en;Security barriers with automated reconnaissance;438574891
438593416;en;Synaesthetic music lighting system - an intelligent lighting system based on machine learning to automatically set the matching colours;438593416
438620692;en;Mobile phone payment method based on three-dimensional human face recognition;438620692
438620694;en;Remote sensing image cloud detection method based on pseudo color and support vector machine;438620694
438620758;en;Method for identifying protection state of multi-feature-criterion power transformer;438620758
438620960;en;Mobile phone payment method employing three-dimensional human face recognition based on neural network;438620960
438623970;en;Design method for high-speed multi-dimension message classification;438623970
438667679;en;Ophthalmologic diagnostic device and operation method thereof;438667679
438672434;en;Parameter Optimization and Event Prediction Based on Cell Heuristics;438672434
438676171;en;Method for aligning a prosthesis;438676171
438676646;en;COMPILING NETWORK DESCRIPTIONS TO MULTIPLE PLATFORMS;438676646
438676648;en;Methods and apparatus for reinforcement learning;438676648
438862922;en;Polarimetric SAR (synthetic aperture radar) image segmentation based on DBN (deep belief network);438862922
438866991;en;Boiler combustion optimization monitoring system for power plants;438866991
438921518;en;PREDICTIVE MODELING OF HIGH-BYPASS TURBOFAN ENGINE DETERIORATION;438921518
439101737;en;PREDICTION MODEL LEARNING DEVICE, PREDICTION MODEL LEARNING METHOD, AND COMPUTER PROGRAM;439101737
439149467;en;TEXT-DEPENDENT SPEAKER IDENTIFICATION;439149467
439179590;en;MODULAR SYSTEM OF ACCESS CONTROL USING ARTIFICIAL INTELLIGENCE.;439179590
439192283;en;Method and system for machine learning based assessment of fractional flow reserve;439192283
439192821;en;SYSTEM AND METHOD FOR PROCESS MONITORING AND CONTROL;439192821
439193728;en;CONGESTION AVOIDANCE IN NETWORKS OF SPIKING NEURONS;439193728
439193730;en;Hardware enhancements to radial basis function with restricted coulomb energy learning and/or K-nearest neighbor based neural network classifiers;439193730
439235001;en;Automatic classification method for electrocardiogram signals;439235001
439255523;en;Intelligent expressway tunnel ventilation device and intelligent expressway tunnel ventilation method;439255523
439260546;en;Fish identification method based on multi-perspective acoustic data;439260546
439262652;en;Observed object system mixed organization model oriented to space-time datum;439262652
439263045;en;Numerical control low-speed wire cutting machine tool thermal error modeling method based on RBF neural network M-RAN algorithm;439263045
439264590;en;Continuous voice recognition method based on deep long and short term memory recurrent neural network;439264590
439330238;en;Multiple spectra input neural network for prosthesis;439330238
439350860;en;Punching machine intelligent feeding-cropping mechanical arm;439350860
439375462;en;Electroslag furnace constant-power control system;439375462
439380867;en;Shale gas reservoir recognition method based on self-organizing competitive neural network;439380867
439392408;en;Radar remote fault diagnosis system;439392408
439397254;en;Method and system for prompting content input in information communication of mobile terminals;439397254
439399294;en;Off-line handwritten signature recognition method based on non-negative matrix factorization;439399294
439399326;en;Intelligent wheelchair man-machine interaction system and method based on facial expression recognition mode;439399326
439399362;en;Multi-view-angle gait recognition method based on Kinect;439399362
439399828;en;Communication bandwidth prediction method and device based on power business requirements;439399828
439463995;en;Neural network control-based reload robot position controller;439463995
439480877;en;Electrochemical noise corrosion type distinguishing method based on support vector machine;439480877
439482813;en;Condition monitoring method based on improved BP neural network for power plant equipment;439482813
439483249;en;Mobile robot path planning method based on bacterial foraging potential field method;439483249
439483885;en;Integrated development platform of train network control system;439483885
439484519;en;Construction method of lip shape model library for identifying lip language;439484519
439484551;en;Picture material processing method and device for search engine, and search engine;439484551
439484819;en;Method for predicting nitrogen oxide emission concentration of coal-fired unit based on neural network;439484819
439485121;en;Satellite cloud amount computing method based on convolution neural network;439485121
439485721;en;Method and device for segmenting inner and outer membranes in intravascular ultrasound image;439485721
439649344;en;MACHINE LEARNING SYSTEM FOR ASSESSING HEART VALVES AND SURROUNDING CARDIOVASCULAR TRACTS;439649344
439814021;en;SYSTEM AND METHOD FOR SELECTING WELD PARAMETERS;439814021
439816502;en;Systems And Methods For Providing Personal Video Services;439816502
439818465;en;SYSTEMS AND METHODS FOR FACIAL REPRESENTATION;439818465
439824749;en;Methods and systems for malware detection;439824749
439846209;en;CLASSIFYING MALWARE BY ORDER OF NETWORK BEHAVIOR ARTIFACTS;439846209
439953069;en;METHOD AND SYSTEM FOR SYNTHESIZING VIRTUAL HIGH DOSE OR HIGH kV COMPUTED TOMOGRAPHY IMAGES FROM LOW DOSE OR LOW kV COMPUTED TOMOGRAPHY IMAGES;439953069
439988265;en;the door automatic control system with artificial senser;439988265
440015709;en;Method and apparatus for classifying automatically IPC and recommending F-Term;440015709
440022961;en;SYSTEM FOR PROVIDING CONCENTRATION REINFORCEMENT LEARNING FOR LEARNING DISABLED;440022961
440031785;en;APPARATUS FOR CREATING ALIGNMENT CORPUS BASED ON UNSUPERVISED ALIGNMENT AND METHOD THEREOF, AND APPARATUS FOR PERFORMING MORPHOLOGICAL ANALYSIS OF NON-CANONICAL TEXT USING THE ALIGNMENT CORPUS AND METHOD THEREOF;440031785
440054683;en;Modeling of plant wetness and seed moisture for determination of desiccant application to effect a desired harvest window using field-level diagnosis and forecasting of weather conditions and observations and user input of harvest condition states;440054683
440113048;en;A system for optimization using Petri net and firing recommender and a method for implementation thereof;440113048
440145470;en;IDENTIFICATION OF SOFTWARE PHASES USING MACHINE LEARNING;440145470
440151445;en;QUANTUM-ASSISTED TRAINING OF NEURAL NETWORKS;440151445
440258416;en;Wind power integration power control method combining pitch angle control and supercapacitors;440258416
440276630;en;Multiclass brain electrical mode online identification method based on probability output of twin support vector machine;440276630
440276832;en;Rapid target detection method based on convolutional neural network;440276832
440276998;en;Neural network-based experimental detection data integration method;440276998
440277000;en;Neural network clustering method for microwave radiometer remote-sensing atmospheric parameter;440277000
440278168;en;Remote sensing image segmenting method based on local difference box dimension algorithm;440278168
440356407;en;Wind power generation variable pitch control method based on reinforcement learning compensation;440356407
440364027;en;Support vector machine classifier IP (internet protocol) core;440364027
440364063;en;Incremental subspace learning algorithm-based face recognition method;440364063
440364129;en;Fault diagnosis method of transformer;440364129
440364131;en;Neural network based high-voltage electrical appliance operation quality assessment method and system;440364131
440364161;en;Fuzzy neural network based fault prediction method;440364161
440498465;en;VISUALLY MODELING SCREEN-FLOWS IN COMPONENT-ORIENTED WEB-BASED SYSTEM;440498465
440656772;en;Integrated rainfall estimation method using X-band dual-polarimetric radar measurement data;440656772
440701864;en;SYSTEM, STRUCTURE AND METHOD FOR A CONSCIOUS, HUMAN-LIKE ARTIFICIAL INTELLIGENCE SYSTEM IN A NON-NATURAL ENTITY;440701864
440716170;en;QUANTUM-ASSISTED TRAINING OF NEURAL NETWORKS;440716170
440797994;en;Controllable neural network-type method for predicting reservoir permeability;440797994
440800434;en;Industrial big data driven total completion time prediction method;440800434
440800759;en;Digital watermark system based on copyright protection of Internet of things;440800759
440800991;en;Deep learning-based food image identifying method;440800991
440800993;en;Support vector regression-based SAR (synthetic aperture radar) image adaptability predicting method;440800993
440878939;en;Fourier-infrared-spectrum-based rapid coal quality recognition method;440878939
440880654;en;Natural gas purification process modeling optimization method based on unscented kalman neural network;440880654
440882492;en;Data processing method and data processing device;440882492
440882624;en;Bag-of-visual-words information amount weight optimization-based image concept detection method;440882624
440883094;en;Method and device for detecting infective viruses;440883094
440883328;en;Method for evaluating support vector machine scheme based on TOPSIS (technique for order preference by similarity to ideal solution);440883328
440883526;en;Method and system for recommending and pricing datasets;440883526
440931451;en;SUPPORT VECTOR MACHINE ENHANCED MODELS FOR SHORT-TERM WIND FARM GENERATION FORECASTING;440931451
441031568;en;SYNTHETIC LOGGING FOR RESERVOIR STIMULATION;441031568
441057429;en;Recurrent conditional random fields;441057429
441059176;en;Systems and methods for accelerating hessian-free optimization for deep neural networks by implicit preconditioning and sampling;441059176
441064481;en;ROLE OBJECT MANAGEMENT METHOD, DEVICE, AND SERVER;441064481
441071812;en;DATA FUSION ANALYSIS FOR MARITIME AUTOMATIC TARGET RECOGNITION;441071812
441183039;en;METHOD OF CONTROLLING LENGTH OF ELECTRIC ARC IN ELECTRIC ARC FURNACE, DEVICE FOR CARRYING OUT METHOD, AS WELL AS ELECTRIC ARC FURNACE WITH SUCH DEVICE;441183039
441234115;en;Monitoring changes in an environment by means of communication devices;441234115
441240204;en;Multi-physiological signal multi-model interaction-based high-speed railway dispatcher stress detecting method;441240204
441264940;en;Fault intelligent identification method for transformer winding;441264940
441266178;en;Indoor plant recommendation method based on human health information and air composition data;441266178
441268216;en;Method and system for searching images by images based on deep learning;441268216
441269018;en;Transportation vehicle path optimizing method based on multi-agent reinforcement learning;441269018
441269116;en;Method for monitoring and screening urban high-energy-consumptive enterprises;441269116
441324929;en;Cupping system;441324929
441342041;en;Rape water stress nondestructive testing method;441342041
441343849;en;Nonsingular terminal sliding mode (NTSM) designated performance control method of turntable servo system;441343849
441344347;en;Unattended intelligent robot for underground mall parks;441344347
441346387;en;Pulmonary nodule benignity and malignancy predicting method based on convolutional neural networks;441346387
441346921;en;Binocular vision positioning device based on FPGA;441346921
441349831;en;Customer-side energy information sensing method of smart power grid;441349831
441349963;en;Method for controlling lead storage batteries of wind-solar hybrid power systems;441349963
441350631;en;Adaptive filtering system for filtering power frequency interference based on fuzzy logic;441350631
441351065;en;Method for detecting anomaly of Modbus TCP (transmission control protocol) communication on basis of SVM (support vector machine);441351065
441423099;en;System and method for classifying a heart sound;441423099
441434127;en;Prevention of invalid selections based on machine learning of user-specific latency;441434127
441528126;en;ARTIFICIAL INTELLIGENCE AUDIO APPARATUS AND OPERATION METHOD THEREOF;441528126
441554389;en;PORTABLE NEBULIZER OF ARTIFICIAL INTELLIGENCE SPRAYING TYPE;441554389
441645114;en;Protection system including machine learning snapshot evaluation;441645114
441646052;en;Animated Visualization of GPS Data in a GIS System;441646052
441683988;en;BASECALLER FOR DNA SEQUENCING USING MACHINE LEARNING;441683988
441711430;en;Field loss protection method and system of permanent magnet synchronous motor;441711430
441894657;en;On-line soft measuring method and device for indicator diagram of beam-pumping unit based on RBF neural network;441894657
441899478;en;Transformer bushing remaining life prediction method taking medium parameters as assessment parameters;441899478
441899705;en;Computer-assisted lump detecting method based on mammary gland magnetic resonance image;441899705
441899837;en;Method For Training Artificial Neural Network Based Algorithm Designed To Monitor First Device;441899837
441899839;en;On-line diagnosing method for faults of metering production facility;441899839
441900312;en;Traditional Chinese medicinal material microscopic image noise filtering system and method adopting pulse coupling neural network;441900312
441901273;en;Text-dependent speaker recognition method based on joint deep learning;441901273
441905494;en;Malicious URL detection method and implement system thereof;441905494
442008737;en;LEARNING DATA PROCESSOR FOR DISTRIBUTING LEARNING MACHINES ACROSS LARGE-SCALE NETWORK INFRASTRUCTURES;442008737
442222389;en;AUTOMATED SLEEP STAGING USING WEARABLE SENSORS;442222389
442230945;en;METHOD AND SYSTEM OF GENERATING RELEVANT MARKETING OPPORTUNITIES BY FACILITATING THE COMMUNICATION OF FEEDBACK IN SMALL AND LARGE GROUP SETTINGS;442230945
442383565;en;A METHOD AND SYSTEM FOR COMPRESSING FORWARD STATE OF A DATA NETWORK;442383565
442393255;en;APPARATUS FOR SIMULTANEOUSLY DETECTING AND RECOGNIZING A FACE USING LOCAL BLOCK TEXTURE FEATURE;442393255
442394193;en;Tire Pressure Monitoring Apparatus and Method;442394193
442411914;en;Mobile speech recognition hardware accelerator;442411914
442413779;en;AUTOMATIC EMAIL REMINDER SYSTEM BASED ON MACHINE LEARNING;442413779
442422310;en;DATA-ADAPTIVE INSIGHT AND ACTION PLATFORM FOR HIGHER EDUCATION;442422310
442549628;en;NEURAL NETWORK FOR VIDEO EDITING;442549628
442558618;en;Graphical model for test case viewing, editing, and reporting;442558618
442558620;en;Graphical model for test case viewing, editing, and reporting;442558620
442559345;en;MACHINE LEARNING-BASED PATENT QUALITY METRIC;442559345
442572088;en;VIRTUAL MULTIPHASE FLOW METERING AND SAND DETECTION;442572088
442620654;en;J-wave detecting method based on neural network;442620654
442638129;en;Deep-learning rolling bearing fault diagnosis method based on SDA (stacked denoising autoencoder) and Softmax regression;442638129
442640276;en;Online fault diagnosis, health analysis and failure prediction system and online fault diagnosis, health analysis and failure prediction method for servers;442640276
442642048;en;J wave classifying method based on support vector machine;442642048
442685096;en;Spinning workshop humidity control instrument;442685096
442722223;en;Classifying method and device based on linear support vector machine;442722223
442722859;en;Dynamic behavior analysis method for mobile intelligent terminal software based on support vector machine algorithm;442722859
442722861;en;Static behavior analysis method of mobile smart terminal software;442722861
442723229;en;Reserve dispatch solving method based on analyzing analysis and priority judgment;442723229
442723697;en;Fabric defect detection method based on B-spline wavelets and deep neural network;442723697
442729445;en;Intraframe coding optimization method and device based on convolutional neural network;442729445
442732953;en;Combined use of clinical risk factors and molecular markers for thrombosis for clinical decision support;442732953
442732955;en;Expert system for prediction of changes to local environment;442732955
442776784;en;LONG SHORT-TERM MEMORY USING A SPIKING NEURAL NETWORK;442776784
442803422;en;Data search processing method and device;442803422
442803724;en;Airplane airfoil design optimization method based on artificial neural network;442803724
442806630;en;Method for inhibiting temperature drift of switching power supply;442806630
442879791;en;High-speed main shaft complete machine intelligent dynamic balance device;442879791
442881225;en;All-digital comprehensive simulation platform of power station;442881225
442882563;en;Structure parameter setting method of air deflector of air inlet of cooling tower;442882563
442885471;en;Intelligent inverter primary and secondary control system, control system and control method;442885471
442888188;en;An optimized fuzzy logic controller for energy management in micro and mild electric vehicles;442888188
442937992;en;Cloud control device based on BP neural network;442937992
442949813;en;CLINICAL DATA CAPTURE WITH MACHINE LEARNING;442949813
442965893;en;TOUCH CLASSIFICATION;442965893
442969910;en;METHOD FOR IDENTIFICATION OF PARAMETERS OF DAMAGES IN THIN BODIES;442969910
442970144;en;DEVICE FOR TELEVISION MEASURING MONITORING AND DIAGNOSTICs of color PARAMETERS of heterogeneous MEDIA;442970144
442971080;en;ELECTROKINETIC CONFINEMENT OF NEURITE GROWTH FOR DYNAMICALLY CONFIGURABLE NEURAL NETWORKS;442971080
442999085;en;DIAGNOSING PULMONARY EMBOLISM BY INTEGRATING PATIENT-LEVEL DIAGNOSIS AND EMBOLUS-LEVEL DETECTION;442999085
443023828;en;Leveling method for multi-shaft support air-floating platform based on capacitive sensors;443023828
443027095;en;Uncalibrated visual servoing control method for estimating image Jacobian matrix based on echo state network facing mold protection;443027095
443029076;en;Indoor scene image classification method facing service robot;443029076
443029140;en;Computer system based on brain-like coprocessor;443029140
443029174;en;Rock-burst acoustic emission predicting method based on support vector machine (SVM);443029174
443032516;en;Flux linkage coupled mode memcapacitor artificial circuit;443032516
443066701;en;Track measuring apparatu measuring wheel and displacement sensor's parallel connection structure;443066701
443074155;en;Ultraviolet ray air purifier;443074155
443082179;en;A vertical scroll aerogenerator for honourable complementary power generation system;443082179
443187106;en;Transformer fault prediction method based on monitoring data of dissolved gas in oil of transformer;443187106
443190709;en;End-to-end cloud service expert system and data mining method therefor;443190709
443239518;en;Haze sky license plate recognition device based on help priori and neural network secretly;443239518
443375081;en;IMAGE RECOGNITION APPARATUS, IMAGE RECOGNITION METHOD AND PROGRAM;443375081
443386681;en;Predicting acute cardiopulmonary events and survivability of a patient;443386681
443393340;en;METHOD FOR CONTROLLING AND/OR REGULATING A TECHNICAL SYSTEM IN A COMPUTER-ASSISTED MANNER;443393340
443413019;en;SYSTEMS, APPARATUSES AND METHODS FOR COMMUNICATION FLOW MODIFICATION;443413019
443463398;en;A METHOD FOR ASSESSING THE CONDITION OF ROTATING MACHINERY CONNECTED TO AN ELECTRIC MOTOR;443463398
443525661;en;METHOD OF DETECTING SMALL UNMANNED AERIAL VEHICLES;443525661
443580752;en;Optimal itineration control method satisfying complex requirement;443580752
443580786;en;Floating solar power generation single-axis tracking system and control method thereof;443580786
443581954;en;Weather identification method and apparatus based on image information detection;443581954
443669196;en;TISSUE OBJECT-BASED MACHINE LEARNING SYSTEM FOR AUTOMATED SCORING OF DIGITAL WHOLE SLIDES;443669196
443734631;en;Slaughter house PSE pork fast detection method based on blood biochemical property change;443734631
443737037;en;Microblog group discovering method and microblog group discovering device;443737037
443737941;en;Method for image fusion based on representation learning;443737941
443738109;en;Paper currency face and orientation recognition method and device;443738109
443744661;en;Rock facies prediction in non-cored wells from cored wells;443744661
443791121;en;Artificial intelligence block terminal;443791121
443816555;en;NEURAL NETWORK ENSEMBLE ON THE COUPON ADVERTISING, TABLE SETINGJI TABLE SETTING SHEET;443816555
443850317;en;Stochastic delay plasticity;443850317
443850349;en;Personalized Machine Learning System;443850349
443866795;en;THE LANGUAGE ANALISYS METHOD AND SYSTEM USING THE ARTIFICIAL INTELLIGENCE;443866795
443941742;en;Modularized automatic control system and method thereof;443941742
443961296;en;Marine diesel engine vibration signal analysis system and method thereof;443961296
443961728;en;Large-scale chemical equipment corrosion monitoring system and trend prediction method;443961728
443961764;en;Method and sensor system for reducing Barkhausen noise detection errors;443961764
443962798;en;Multi-working condition model-based pumping unit oil exploitation optimization method;443962798
443963032;en;Gas fractionation device control system performance evaluation method based on PCA (Principle Component Analysis)-LSSVM (Least Squares Support Vector Machine);443963032
443963132;en;Intelligent agricultural control method and system;443963132
443964938;en;Deconvolution neural network training method;443964938
443964974;en;Short-term load prediction method of power distribution network with hydropower station;443964974
443965240;en;Classification method and device based on support vector machine;443965240
444024502;en;Method of generating index for determining anesthesia consciousness alertness level using artificial neural network;444024502
444069926;en;Energy storage battery management system based on deep learning network;444069926
444071296;en;Cataract eye fundus image classification method based on combined classifier and classification apparatus;444071296
444071521;en;E-commerce false comment judging and recognizing method;444071521
444074497;en;Method for classifying network equipment by utilizing machine learning;444074497
444088569;en;Domestic full-automatic artificial intelligence robot of cooking;444088569
444213377;en;Depth sensing using an RGB camera;444213377
444226749;en;SUCTIONING DEVICE HAVING ARTIFICIAL INTELLIGENCE;444226749
444288115;en;Identifying objects in images;444288115
444314998;en;Discriminant function specifying device, discriminant function specifying method, and biometric identification device;444314998
444344503;en;Monitoring method of salt ion content in saline soil based on hyperspectral technology;444344503
444344737;en;Agricultural product element quantitative detection model building method based on X-ray fluorescence analysis;444344737
444347177;en;High-speed train demand data processing method and high-speed train demand data processing device;444347177
444347979;en;Method for performing sentiment classification on network public sentiment of information;444347979
444348079;en;Heterogeneous multi-core SoC design evaluation system;444348079
444348483;en;Machine learning-based digital meter identification method;444348483
444348615;en;Lake and reservoir cyanobacterial bloom prediction method based on expert system and cyanobacterial growth mechanism timing model;444348615
444349151;en;Single-view video human body posture recovery method based on multi-mode self-coding model;444349151
444396647;en;Dynamic C neural network P1 system of overhead conveyor chain;444396647
444402163;en;A dynamic C neural network P1 cooling system for DLP rear projective TV;444402163
444429042;en;SYSTEMS AND METHODS FOR ALLOCATING CAPITAL TO TRADING STRATEGIES FOR BIG DATA TRADING IN FINANCIAL MARKETS;444429042
444461432;en;NEURAL NETWORK AND METHOD OF NEURAL NETWORK TRAINING;444461432
444474470;en;Models for predicting similarity between exemplars;444474470
444524329;en;FUZZY LOGIC BASED VIEWER IDENTIFICATION FOR TARGETED ASSET DELIVERY SYSTEM;444524329
444544283;en;METHOD AND SYSTEM FOR COMBINING PHYSIOLOGICAL AND MACHINE INFORMATION TO ENHANCE FUNCTION;444544283
444544319;en;GAS TURBINE FAILURE PREDICTION UTILIZING SUPERVISED LEARNING METHODOLOGIES;444544319
444554847;en;Geographic utilization of artificial intelligence in real-time for disease identification and alert notification;444554847
444581087;en;Adaptive fuzzy dynamic surface control method for time-delay interconnected large-scale system;444581087
444581219;en;External numerical control milling machine intelligent coding control system;444581219
444582657;en;Output fiber form distribution PDF modeling method for high consistency refining system;444582657
444582691;en;Mixed modeling method and system based on combination of process priors and data-driven model;444582691
444582959;en;Path point data behavior identification method based on restricted Boltzmann machine;444582959
444604817;en;Motor drive's handstand machine;444604817
444630030;en;A ultraviolet c neural network P1 case for optical lens veneer;444630030
444630230;en;Multichannel high speed pulse input time synchronous equipment;444630230
444630464;en;Equipment trouble remote diagnosis m aintenance system;444630464
444630962;en;USB data acquisition device based on PDIUSBD12;444630962
444688354;en;Bioluminescence tomography reconstruction algorithm based on multitask Bayes compressed sensing method;444688354
444707172;en;Installation and debugging method of Beidou generation-II navigation system electric iron tower deformation monitoring device based on machine learning;444707172
444720065;en;Image-based detection of the boundary between a first part and a second part;444720065
444720367;en;Dynamic recommendation of routing rules for contact center use;444720367
444853299;en;METHODS AND SYSTEMS FOR BANKED RADIAL BASIS FUNCTION NEURAL NETWORK BASED NON-LINEAR INTERFERENCE MANAGEMENT FOR MULTI-TECHNOLOGY COMMUNICATION DEVICES;444853299
444892203;en;Device and method for removing accumulated fluids in low-lying positions of pipeline and monitoring concentration of corrosion inhibitor on line;444892203
444892639;en;Man-machine interaction method and device based on artificial intelligence and terminal equipment;444892639
444893350;en;Method and system for intention recognition based on context;444893350
444894418;en;Advertisement delivery method and device;444894418
444990241;en;CALIBRATION OF MONOLITHIC CRYSTAL-BASED DETECTORS;444990241
444993551;en;INVARIANT OBJECT REPRESENTATION OF IMAGES USING SPIKING NEURAL NETWORKS;444993551
444993683;en;INFORMATION PROCESSING APPARATUS, INFORMATION PROCESSING METHOD, AND PROGRAM;444993683
444993715;en;MACHINE LEARNING APPARATUS, MACHINE LEARNING METHOD, AND NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM;444993715
444995019;en;Mouth-Phoneme Model for Computerized Lip Reading;444995019
445008766;en;METHOD AND SYSTEM FOR VERIFYING FACIAL DATA;445008766
445031117;en;METHODS AND SYSTEMS FOR MULTI-MODEL RADIAL BASIS FUNCTION NEURAL NETWORK BASED NON-LINEAR INTERFERENCE MANAGEMENT IN MULTI-TECHNOLOGY COMMUNICATION DEVICES;445031117
445034763;en;Evaluation of a system including separable sub-systems over a multidimensional range;445034763
445065915;en;METHOD AND SYSTEM FOR GEO-DEMOGRAPHIC CLASSIFICATION OF A GEOGRAPHICAL REGION;445065915
445110480;en;MODULATING PLASTICITY BY GLOBAL SCALAR VALUES IN A SPIKING NEURAL NETWORK;445110480
445110737;en;AUTOMATIC ANALYSIS OF RAPPORT;445110737
445114354;en;Systems and methods for configuring baby monitor cameras to provide uniform data sets for analysis and to provide an advantageous view point of babies;445114354
445114781;en;Method and system for identification and mitigation of errors in non-line-of-sight distance estimation;445114781
445133933;en;Medicine taking monitoring expert system and working method thereof;445133933
445133935;en;Yield real-time prediction method for atmospheric and vacuum distillation unit;445133935
445172073;en;Circuit based on BP neural network adjusts PI controller parameter;445172073
445197441;en;METHOD FOR HEPATOTOXICITY PREDICTION USING IN SILICO TECHNOLOGY;445197441
445205361;en;#NAME?;445205361
445214462;en;USER RECOGNITION METHOD AND APPARATUS;445214462
445262092;en;Framework for computer application analysis of sensitive information tracking;445262092
445328201;en;MESSAGE SERVICE PROVISION SYSTEM AND METHOD;445328201
445344318;en;SENSOR DATA FILTERING;445344318
445347994;en;ATTRIBUTE ANALYZER FOR DATA BACKUP;445347994
445376531;en;Clock offset prediction method based on empirical mode decomposition and support vector machine;445376531
445376565;en;Intelligent well logging evaluation expert system identity authentication method based on voiceprint recognition;445376565
445377269;en;Traffic state prediction method based on chaos theory and device thereof;445377269
445408321;en;DEEP LEARNING USING ALTERNATING DIRECTION METHOD OF MULTIPLIERS;445408321
445429445;en;Method and system for tracking communication devices in a radio communication network in a facility;445429445
445476071;en;Aircraft hydraulic pump fault diagnosis method based on bionic wavelet transform;445476071
445478922;en;Method for predicting concrete strength based on hybrid model;445478922
445481119;en;License plate identification method of deep learning based on fast and slow combination cloud calculation environment;445481119
445481319;en;CMA/SMO-based support vector machine power load prediction method;445481319
445481321;en;Microgrid photovoltaic power station generating capacity combined forecasting method;445481321
445533838;en;Controlling a Target System;445533838
445539454;en;Macro grid governance and communication;445539454
445583506;en;THE METHOD OF EVALUATION OF THE CERVICAL SPINE DYSFUNCTION;445583506
445593468;en;METHOD FOR SYSTEM BACKUP USING FUZZY LOGIC TECHNIQUES;445593468
445596771;en;System and method for fast template matching in 3D;445596771
445629266;en;DATA PIPELINE FOR PROCESS CONTROL SYSTEM ANAYTICS;445629266
445659750;en;Reinforcement Learning Based Document Coding;445659750
445660211;en;Learning painting styles for painterly rendering;445660211
445661313;en;DEEP LEARNING FOR SEMANTIC PARSING INCLUDING SEMANTIC UTTERANCE CLASSIFICATION;445661313
445785987;en;TENDENCY DISCRIMINATION DEVICE, TASK EXECUTION ASSISTING DEVICE, TENDENCY DISCRIMINATION COMPUTER PROGRAM, AND TASK EXECUTION ASSISTING COMPUTER PROGRAM;445785987
445825595;en;OPTICAL SENSOR OPTIMIZATION AND SYSTEM IMPLEMENTATION WITH SIMPLIFIED LAYER STRUCTURE;445825595
445863944;en;ADAPTIVE DRILLING VIBRATION DIAGNOSTICS;445863944
445892581;en;TOEIC-NAVIGATION;445892581
445921600;en;User-trained searching application system and method;445921600
445921634;en;Systems and methods for classifying electronic information using advanced active learning techniques;445921634
445922095;en;ADAPTIVE CONFIGURATION OF A NEURAL NETWORK DEVICE;445922095
445930458;en;Three-in-one hat type intelligent monitoring early warning system and control method thereof;445930458
445947638;en;Road segment travel time deducing method based on road space-time incidence relation;445947638
445949676;en;WLAN load comprehensive evaluation method based on FAHP-SVM theory;445949676
445950680;en;Spectral power distribution extraction method and system thereof based on LED mixed light color generation model;445950680
